Name,ICO,Max,ROI
Loopring [NEO],0.0,3.31533,N/A
HalalChain,0.0,0.509107,N/A
Fargocoin,0.0,11.0288,N/A
Global Social Chain,0.0,0.246384,N/A
Read,0.0,0.064674,N/A
Electronic PK Chain,0.0,0.159412,N/A
Crowd Machine,0.0,0.177781,N/A
Filecoin [Futures],0.0,29.5915,N/A
Switcheo,0.0,0.0604504,N/A
CFun,0.0,0.10538,N/A
IPChain,0.0,1.5331,N/A
PressOne,0.0,1.18203,N/A
Naviaddress,0.0,0.0261541,N/A
Fidelium,0.0,0.345543,N/A
KEY,0.0,0.0126424,N/A
Infinity Economics,0.0,0.08816,N/A
XYO Network,0.0072,0.00747643,3.83%
BigONE Token,0.0,11.4731,N/A
StockChain,0.0,0.0633786,N/A
Rublix,0.0,0.721838,N/A
COMSA [ETH],0.0,3.97353,N/A
Eximchain,0.0,0.935638,N/A
InvestDigital,0.0,0.143609,N/A
Cybereits,0.0,0.0323644,N/A
Rhenium,0.0,0.761166,N/A
COMSA [XEM],0.0,4.05291,N/A
Bezant,0.1,0.222221,122.22%
Invacio,0.0,0.224971,N/A
Aidos Kuneen,0.0,87.1219,N/A
Faceter,0.0349,0.0223995,-35.81%
Qube,0.0,0.136731,N/A
Dascoin,0.0,0.179072,N/A
Digix Gold Token,0.0,46.3883,N/A
StarCoin,0.0,0.0806414,N/A
Animation Vision Cash,0.0,0.0478283,N/A
REPO,0.0,0.141252,N/A
Content Neutrality Network,0.0,0.00276431,N/A
GameChain System,0.0,0.0856929,N/A
Travala,0.0,0.336798,N/A
Curriculum Vitae,0.0,0.055709,N/A
BlockMesh,0.0,0.0377882,N/A
Sphre AIR ,0.0,0.728353,N/A
TerraNova,0.0,6779.17,N/A
Arbitracoin,0.0,0.431528,N/A
Cazcoin,0.0,0.07507,N/A
SegWit2x,0.0,2206.0,N/A
Pixie Coin,0.0,0.00447085,N/A
Bela,0.0,0.521526,N/A
BlockCDN,0.0,0.281821,N/A
Bitcoin Interest,0.0,22.7799,N/A
SnipCoin,0.0,0.00163945,N/A
BetterBetting,0.0,0.115008,N/A
Consensus,0.0,0.0527496,N/A
AC3,0.0,0.418776,N/A
Monero Original,0.0,22.9367,N/A
Callisto Network,0.0,0.0642241,N/A
MSD,0.0,0.221365,N/A
Lendroid Support Token,0.0,0.0154674,N/A
Vipstar Coin,0.0,0.00108966,N/A
Hyper Pay,0.0,0.155958,N/A
EmberCoin,0.0,0.000930863,N/A
Decentralized Machine Learning,0.0,0.24308,N/A
Candy,0.0,0.00183995,N/A
Swisscoin,0.0,0.020257,N/A
Cropcoin,0.0,0.586853,N/A
Indicoin,0.0,0.0968023,N/A
Infinitecoin,0.0,0.00150368,N/A
Golos Gold,0.0,0.446864,N/A
BitSoar,0.0,0.00111184,N/A
Animecoin,0.0,0.0238243,N/A
WINCOIN,0.0,1.95897,N/A
EDRCoin,0.0,16.4657,N/A
United Traders Token,0.0,2.5737,N/A
W3Coin,0.0,0.010272,N/A
HODL Bucks,0.0,0.669136,N/A
Internet of Things,0.0,3042.46,N/A
EtherDelta Token,0.0,0.167063,N/A
President Johnson,0.0,0.495876,N/A
Slothcoin,0.0,7.93265e-05,N/A
President Trump,0.0,0.304328,N/A
First Bitcoin Capital,0.0,1.12566,N/A
TeslaCoilCoin,0.0,6.43914,N/A
StrikeBitClub,0.0,4.43774,N/A
WA Space,0.0,0.452058,N/A
Bitcoin God,0.0,175.499,N/A
Amon,0.0,0.075494,N/A
Bastonet,0.0,0.0193646,N/A
Etherecash,0.0,0.985515,N/A
CryptopiaFeeShares,0.0,13199.9,N/A
Royalties,0.0,2.03903,N/A
Sakura Bloom,0.0,0.00606887,N/A
Superior Coin,0.0,0.0153375,N/A
Budbo,0.0,0.114113,N/A
CORION,0.0,1.06403,N/A
ACChain,0.0,2.72436,N/A
ClubCoin,0.0,6.40973,N/A
Sparks,0.0,16.9665,N/A
Harvest Masternode Coin,0.0,4.87253,N/A
ZenGold,0.0,0.650046,N/A
MarxCoin,0.0,0.010255,N/A
Ethereum Lite,0.0,1.26138,N/A
ERA,0.0,0.220532,N/A
Titanium Blockchain,0.0,4.21097,N/A
Utrum,0.0,0.140847,N/A
Storjcoin X,0.0,2.01537,N/A
SONO,0.0,2.19105,N/A
Aseancoin,0.0,0.0517723,N/A
ANRYZE,0.0,0.0511593,N/A
LandCoin,0.0,0.343463,N/A
Cloud,0.0,0.523809,N/A
Minex,0.0,0.870543,N/A
SJWCoin,0.0,0.00212924,N/A
Karmacoin,0.0,0.000196468,N/A
RabbitCoin,0.0,8.94948e-05,N/A
UR,0.0,0.0108933,N/A
EA Coin,0.0,6.80059,N/A
UniversalRoyalCoin,0.0,0.017665,N/A
RichCoin,0.0,0.0213259,N/A
T-coin,0.0,0.00241308,N/A
Wi Coin,0.0,0.0404959,N/A
NamoCoin,0.0,0.00319759,N/A
Quotient,0.0,0.027903,N/A
GoldMaxCoin,0.0,0.255571,N/A
SHACoin,0.0,0.0109459,N/A
Tattoocoin (Limited Edition),0.0,126.824,N/A
SISA,0.0,0.127726,N/A
Runners,0.0,0.0017574,N/A
PlexCoin,0.0,0.700001,N/A
TurboCoin,0.0,0.000602293,N/A
Magnetcoin,0.0,2.10454,N/A
Smoke,0.0,0.163308,N/A
Huncoin,0.0,0.0264863,N/A
PROUD Money,0.0,1.62944,N/A
Pabyosi Coin (Special),0.0,0.440062,N/A
Francs,0.0,0.199085,N/A
DynamicCoin,0.0,1.00001,N/A
Bank Coin,0.0,0.195485,N/A
Cyder,0.0,0.177142,N/A
GrandCoin,0.0,0.0027525,N/A
DavorCoin,0.0,177.627,N/A
Akuya Coin,0.0,3.95775,N/A
Bubble,0.0,0.463205,N/A
Avoncoin,0.0,0.0486747,N/A
NEO GOLD,0.0,0.0590913,N/A
Sakuracoin,0.0,0.0176373,N/A
ZSEcoin,0.0,0.265793,N/A
EncryptoTel [ETH],0.0,0.326539,N/A
LinkedCoin,0.0,0.001536,N/A
Sand Coin,0.0,0.944749,N/A
XTD Coin,0.0,0.00317831,N/A
TopCoin,0.0,0.0122549,N/A
NumusCash,0.0,0.00331453,N/A
BetaCoin,0.0,0.134175,N/A
Donationcoin,0.0,0.00819477,N/A
Antimatter,0.0,0.0013103,N/A
Wink,0.0,0.011274,N/A
FAPcoin,0.0,0.161393,N/A
GOLD Reward Token,0.0,7.03938,N/A
CoffeeCoin,0.0,0.00428285,N/A
Levocoin,0.0,0.0944976,N/A
Birds,0.0,0.00112912,N/A
AvatarCoin,0.0,0.337626,N/A
Dashs,0.0,0.152148,N/A
Regacoin,0.0,0.0178639,N/A
STEX,0.0,6.44132,N/A
BTCMoon,0.0,0.0943531,N/A
BlazerCoin,0.0,0.0134813,N/A
Protean,0.0,0.000436211,N/A
Cubits,0.0,0.0613137,N/A
First Bitcoin,0.0,0.20968,N/A
UGAIN,0.0,0.0713493,N/A
RoyalCoin,0.0,0.293469,N/A
TodayCoin,0.0,0.0318072,N/A
Pirate Blocks,0.0,0.052164,N/A
India Coin,0.0,0.00523419,N/A
KlondikeCoin,0.0,0.110279,N/A
BitSerial,0.0,8.45187,N/A
Tellurion,0.0,0.00228633,N/A
Bitbase,0.0,4.25799,N/A
Dutch Coin,0.0,0.00255425,N/A
eREAL,0.0,0.0103971,N/A
Halloween Coin,0.0,0.00107695,N/A
Axiom,0.0,0.0477348,N/A
SuperNET,0.0,240.118,N/A
Fazzcoin,0.0,1.34541,N/A
Aces,0.0,0.0113035,N/A
High Gain,0.0,0.0375733,N/A
UNCoin,0.0,1.00984,N/A
Omicron,0.0,0.613089,N/A
PrismChain,0.0,0.00988035,N/A
SportsCoin,0.0,0.0073288,N/A
ShellCoin,0.0,0.233046,N/A
Primulon,0.0,0.00148752,N/A
SIGMAcoin,0.0,0.129306,N/A
CryptCoin,0.0,1.22179,N/A
Hyper,0.0,0.186539,N/A
Sharkcoin,0.0,0.719913,N/A
EggCoin,0.0,0.0697569,N/A
Cycling Coin,0.0,0.00506307,N/A
DeltaCredits,0.0,0.605921,N/A
X2,0.0,0.000576537,N/A
Opescoin,0.0,0.0105406,N/A
Operand,0.0,3.71876,N/A
DarkLisk,0.0,0.00438525,N/A
Alphabit,0.0,366.825,N/A
PokeCoin,0.0,0.000664243,N/A
Rcoin,0.0,0.0129103,N/A
LePen,0.0,0.00056709,N/A
KashhCoin,0.0,0.0480731,N/A
BestChain,0.0,0.407452,N/A
Cheapcoin,0.0,0.00284773,N/A
Bitok,0.0,989.041,N/A
OX Fina,0.0,0.0377033,N/A
BT2 [CST],0.0,1253.91,N/A
Qora,0.0,0.82393,N/A
Vcash,0.0,1.95141,N/A
TechShares,0.0,16.7822,N/A
Macro,0.0,5.56775,N/A
Farstcoin,0.0,0.0,N/A
ENTCash,0.0,0.178953,N/A
Jingtum Tech,0.0,0.0368063,N/A
MOAC,0.0,18.2864,N/A
Aston,0.0,0.26647,N/A
